id,genre,track_name,artist_name,valence,energy,label
0WPlNl4tqrfzihBLTgJQZx,industrial,"Godlike (12"" Mix Edit)",KMFDM,0.719,0.969,3
3gIxT1s0gqauz95wbwBzLj,industrial,Stigmata - Update Mix,Ministry,0.133,0.856,2
3KaIReUhMZKWfLLIg1o46Y,industrial,Bitch Of Dreams,Centhron,0.349,0.995,1
7t2DtwDaxiuZDulbXsWrnO,industrial,Love Action (I Believe in Love) - 2002 - Remaster,The Human League,0.757,0.591,0
3RuYQzKbx57zLmHXsg75ua,industrial,20 Hz,Covenant,0.323,0.863,1
3Eh7JuCEO95O27MrNe2SEM,industrial,Obliterate My Fate,Asphyxia,0.368,1.0,1
7fbF5vywtAlYNBedkOPCfL,iranian,Ye Aashegh,Ebi,0.805,0.8,0
3tNHA4vgHQed8RqHelXuvg,iranian,Deceit (Fareeb),Hamed Nikpay,0.332,0.481,1
4OQlTjB8eBKVjHqiyiIvTK,iranian,Vatan,Pouya,0.608,0.687,3
7Jfa4rbQ7Zo6EGyG6LEgSj,iranian,Oh! Humans,Soheil Nafisi,0.189,0.216,2
13FJ0Sj5bAEpvbtEDaFFDc,iranian,Behesht,Googoosh,0.493,0.568,3
4FrKmHJiYWZ0R5mjZ4kqZf,iranian,Yaavar,Dariush,0.218,0.37,2
4cLWKDHlRYL3rJfAyBkVSC,iranian,Del Assire,Faramarz Aslani,0.646,0.336,3
0phCtJnlLACPI2rrVzTSBG,iranian,Tike Tike Kardi,Arash,0.608,0.896,3
0W2tZK32f8SYncvWlp782E,iranian,Mageh Man,Shahram Kashani,0.767,0.826,0
76TittU2Ku4pBeqqbjWhHE,iranian,tar-o pood,Alizadeh - Shajarian,0.328,0.248,1
3DxwEAZfdF6tyKQCyYjraS,j-dance,#SorryNotSorry,BananaLemon,0.328,0.786,1
2fK3IWwSTHdYzqZRDYNI5C,j-dance,Black Crack,80KIDZ,0.607,0.926,3
4OqzEeQGwVo8Xr8JunK52i,j-dance,Let The Music Play,DJ KAWASAKI,0.474,0.89,1
1m5spmRAlVvUOqah6YoAQD,j-dance,Love Is The Answer - Reel People Club Mix,Studio Apartment,0.775,0.79,0
3OOkdI7yqPBvAPidBvsXuR,j-dance,ONE MINUTE OF LOVE,FPM,0.777,0.694,0
1UeL6IAa7EA4wkHv0iH9md,j-dance,Wonder Trip,Faint★Star,0.492,0.942,3
3zCcIsGbr2Uy2sySmJdnq6,j-dance,Africans,Cornelius,0.496,0.488,3
5PHhkMVCWa1uw7JDupERFI,j-dance,DREAM ILLUMINATION,CTS,0.612,0.956,3
1lzJDp8HXsGp1QUhgjrzGP,j-dance,night voice,DE DE MOUSE,0.665,0.859,3
4QiMjJqyZrg1CBmVt429di,j-dance,Submission,FPM,0.433,0.301,1
1O970SfwmzI5VIFX14Nc8t,j-idol,シンシアの光,Eir Aoi,0.433,0.964,1
0FLpAby5wPKHv8SguviJnF,j-idol,激ヤバ∞ボッカーン!!(アニメ Ver.),Moso Calibration,0.923,0.898,0
4ytKvlaGYQT4yo6tIb1iEa,j-idol,WWDBEST,Dempagumi.Inc,0.568,0.953,3
3kwxyvTILW1ZHZVBsTfA9k,j-idol,アイドル,なすめろ feat. ミオヤマザキ,0.372,0.966,1
7hCytck9AiCdxvCljASr4e,j-idol,"Tear""Lemon""Drop",SweetS,0.552,0.922,3
4oQ4lSpzc1b9ssHLgOWSry,j-idol,ミイラキラー,TEMPURA KIDZ vs Charisma.com,0.69,0.963,3
5RuGWmgatkyLvRotVVP3rE,j-idol,lonesome X,Vanilla Beans,0.813,0.826,0
48KSppte13vdAg45mFNULY,j-idol,Magia,Kalafina,0.408,0.807,1
0cEicjdZIFWYStKnyxonPr,j-idol,God knows...,Shoko Nakagawa,0.77,0.968,0
6ygYBzmYKfq4DbzsgPYXzQ,j-idol,リフレクション,Tokyo Girls' Style,0.603,0.872,3
6ViWwKhG1qGAs8zDHCNmEK,j-pop,RAIMEI,T.M.Revolution,0.624,0.995,3
5iC0Y0bu9CLXjmSsCEyXMj,j-pop,Ijime Dame Zettai,BABYMETAL,0.132,0.975,2
3udhj2P1CQH1extzOnd0wS,j-pop,青に水底,Sangatsu no Phantasia,0.661,0.909,3
6qwQfEYexs2XseDiMszlDW,j-pop,ぼくらが旅に出る理由,Yuko Ando,0.633,0.869,3
0a2J5jdbWJTVs9G8ett9J7,j-pop,金星,QUEEN BEE,0.673,0.858,3
3eNfcbgjAqsiH2IKpX8E6a,j-pop,sad to say,JASMINE,0.706,0.693,3
1PwRkSVqWUus32NZQYyREi,j-pop,レゾンデートルの存在理由,The Mirraz,0.385,0.994,1
4SMFmRuD6jwKT4YVNM6Vdt,j-pop,WILD WILD WILD,EXILE THE SECOND,0.452,0.957,1
0NGRhn8yItYShgVHUlpYgq,j-pop,お願い!セニョリータ,ORANGE RANGE,0.591,0.888,3
2zIwSaRnzzj7TRIBGNEAF9,j-pop,恋のはじまりはいつも突然に,chay,0.889,0.805,0
5wGRUbquW09X1VjachPGt3,j-rock,HABANERO,the telephones,0.584,0.935,3
4WhSr4JpmlewubOvTEt0F2,j-rock,クライベイビー,Kinokoteikoku,0.323,0.715,1
3S8Zs7Gqjzr3dzHDFuCRdN,j-rock,Electric Surfin' Go Go,POLYSICS,0.63,0.945,3
79kHpPidmYhq0flWOBldoX,j-rock,手,Creep Hyp,0.556,0.914,3
4qerR9EH6pe5SFzEfZJ08O,j-rock,美しき人間の日々,Sambomaster,0.332,0.985,1
03jEqScEW8nrJjuLvKYwJ4,j-rock,僕が死のうと思ったのは,amazarashi,0.402,0.525,1
0jNmx9KQCeH5vUDH91rdi0,j-rock,拝啓、ジョン・レノン,Magokoro Brothers,0.715,0.97,3
6Sf6L3alMc876EX8PA61oT,j-rock,君を浮かべて,KANA-BOON,0.431,0.646,1
5O3Gm4kCkFOuH4ydnfWoI7,j-rock,ワイルド・サイドを行け,GLIM SPANKY,0.746,0.934,0
4nfBvtodsfAHoaOCrQtpsh,j-rock,Shangri-La,Denki Groove,0.742,0.885,0
3kOW7LYkOXJ9qE05TlKVc3,jazz,Grazing In the Grass,Hugh Masekela,0.921,0.648,0
4g0c2RfsCWOvXlyDLJjGoc,jazz,The Uprising,Christian Scott aTunde Adjuah,0.113,0.498,2
5ITJ5LkUkxc9ysYRJX4XH3,jazz,Sunday - Remastered,Ben Webster,0.817,0.508,0
0rsmlyJFeb3qiGxmD3jjEw,jazz,Oye Como Va,Tito Puente,0.963,0.728,0
3nuigRVfjSREzo7i4Af4tc,jazz,Hipster,Kristian Borring,0.322,0.377,1
6f6OQJv9qjqyJq9NHin45n,jazz,Blue Ballad,Phil Woods,0.059,0.156,2
1alFoGypugpy7sxCk1pQoH,jazz,Blame It On My Youth,Kurt Elling,0.246,0.119,2
6BR2T5zZBBh992hB0ks66b,jazz,The Followers,Pete Oxley,0.433,0.283,1
09GsoLPdIpzs7WFIq0vbnZ,jazz,Like Someone In Love,Ben Webster,0.529,0.356,3
08rTZ8jNknn8VBS3v2o8pT,jazz,Lullaby Of The Leaves - 1998 Digital Remaster,Gerry Mulligan,0.492,0.082,3
1lwxvwCZvdXKzjVqzjAPep,k-pop,Stand Up,BTOB,0.559,0.771,3
5v3gKiiPLuTOEUoGt5XGZ6,k-pop,Ma Boy 2 (feat. 효린),Electroboyz,0.882,0.903,0
5CaFore8Phz3TQPmpntwSN,k-pop,2HOT,G.NA,0.874,0.915,0
4o7aTMcb0t9Y4Ykp0lrmkk,k-pop,All Myself To You,Yiruma,0.11,0.117,2
2DdPxU0jLX14u1TCWHPxLy,k-pop,The Boys *Bring Dem Boys*,Girls' Generation,0.603,0.709,3
39AslSq4CKxSio20vOt2nR,k-pop,Better My Life,부부(Booboo),0.782,0.901,0
25AwkAtbgv0Ldi5xjUjbQq,k-pop,Hello Boys,더더 밴드(TheThE Band),0.177,0.459,2
1SxbBt4KWBrIyqVY4kjeZp,k-pop,blue romantic,JOYjin(조이진),0.134,0.232,2
0Efb4WSqZ9WZzqbTGxXZdS,k-pop,Don't Stop The Music,2NE1,0.494,0.888,3
2gbY5D0lOlhnRKSUyWC9yX,k-pop,VITAMIN,Girls' Generation,0.635,0.898,3
7sqCmCXqkdGgkEQ4nj6I7C,kids,Lullaby Jazz,Children's Favorites,0.401,0.274,1
7LCHob5TsBRJzr4Ja0rzYn,kids,Together Reprise,VeggieTales,0.664,0.54,3
1v1mYOikSxGKf7hDMftGQd,kids,Cookie's Rhyming Song,Cookie Monster,0.888,0.59,0
1wmrAhxfFvuZyeQH3CObBh,kids,I Still Miss Someone,Hushabye Baby,0.552,0.104,3
7E1Nc4ty1qIFF1C9FOh6PN,kids,The Wonder Pets!,Wonder Pets,0.584,0.505,3
5BaU8x5WaZ41OQOGNrwXpE,kids,Moon Moon Moon,The Laurie Berkner Band,0.364,0.127,1
3M4MIFXr1kDcldIon04LDn,kids,Hasta la Victoria Siempre,Suni Paz,0.432,0.0669,1
0F6ZsoLrPG1rsknhMHlSlk,kids,This Land Is Your Land,Elizabeth Mitchell,0.633,0.141,3
0eydMimsKTNF7iaLM0p7Kd,kids,Rock Melon,Gustafer Yellowgold,0.836,0.505,0
3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144,2
0ehx1p1HMn7NMKisZaO9oL,latin,Corrido De Juanito,Calibre 50,0.759,0.603,0
1nZziTuPRwCfJe1XvVC760,latin,Yo No Sé Mañana (salsa),Luis Enrique,0.74,0.83,0
2Vdub5mY4lad7w64bFPUez,latin,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull,0.518,0.962,3
4RNzKQEzmlvVHca4t6Txkj,latin,Tu Postura,Banda MS de Sergio Lizárraga,0.499,0.373,3
2pK7tq9N5Yr7w9gZbWpNxe,latin,Fuiste Mía un Verano,Leonardo Favio,0.403,0.455,1
1xqSh7mbpThNiSjDU7FwLe,latin,Tu Sangre en Mi Cuerpo,Ángela Aguilar,0.59,0.44,3
0r9d60ZYPAlFHq8qnUtkXN,latin,Madura (feat. Bad Bunny),Cosculluela,0.751,0.555,0
7cKDTgEOfhG4v6R8HngRrP,latin,Dejaría Todo,Chayanne,0.708,0.74,3
7aJP1XcWcSU9w0eqSvaeZR,latin,Lo Malo - Operación Triunfo 2017,Aitana,0.964,0.737,0
4DBnQKEkneEBbUXJVX5Kxs,latin,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,0.582,0.774,3
3Kr1JyurhFXEIomSV5qBur,latino,La Historia De Mis Manos,Banda Carnaval,0.796,0.595,0
4pUmQqaZklcCOB3rFdWc7g,latino,Valió la Pena - Salsa Version,Marc Anthony,0.855,0.704,0
7tOAN6w4a1LD0iqkRnIrhZ,latino,1977,Ana Tijoux,0.578,0.685,3
3Llqnc4urPjFeSnJbyDY2c,latino,Temblando,Antonio Orozco,0.197,0.774,2
7Ir2UZHy0xVoWuBCHmLitM,latino,Suga Suga,Baby Bash,0.512,0.741,3
7oQE9joUo0iboIrs5o1Hw4,latino,Devuelveme A Mi Chica,Hombres G,0.42,0.948,1
3ntmNfrdEdPMEMcgjsIdm1,latino,Bailando - Spanish Version,Enrique Iglesias,0.96,0.784,0
4akYOw6ZJu7WIbZViLrJqc,latino,Lobo-hombre en París,La Unión,0.75,0.952,0
1CqPzQJ64nkRpHmPdqRl9R,latino,Mujer de Piedra,Gerardo Ortiz,0.969,0.489,0
47VueTChrhOjNaJTOzaskN,latino,Dare (La La La),Shakira,0.616,0.73,3
3ULxHxyLgtQpDHUY6QS9WB,malay,Ku Akui,Hafiz Suip,0.147,0.271,2
7s2zrHMgQMcG8QRlJgCZUV,malay,Bahagia,Tan Sri P. Ramlee,0.363,0.264,1
5Wi8xEgsAA4G41soKOKsbd,malay,Fanatik,Kru,0.814,0.65,0
1QXrMxre33UGQOpzvBg4ZU,malay,Pergilah Sayang,Ella,0.425,0.611,1
74gIJxuSQmwAzuyHzjPYj6,malay,Kerna Sayang,V.E.,0.672,0.568,3
3U32lotI70Kz4IzuLwHdhk,malay,SAMPAI KAU BICARA,Hijau Daun,0.156,0.415,2
5xu3rqYtzUuCyRkePcLGjZ,malay,Jalan Lurus,Gita Gutawa,0.251,0.425,2
4dB8BmWbIS6Vc05NEEs7ug,malay,Antara Anyir Dan Jakarta,Sheila Majid,0.333,0.635,1
0r3Jdp13LRhXZVwRS0QZMG,malay,Pengemis Cinta,Ella,0.254,0.379,2
1Akc1GcXsLGa8SLSJw4zUU,malay,Sahabat,Najwa Latif,0.591,0.55,3
3o3fF3C0RnNDmYgYEcVa7g,mandopop,寂寞暴風雨,青鳥飛魚,0.275,0.608,1
2rJ2wrK66Wc5wD0XUhQerL,mandopop,單程機票,陳文婷,0.527,0.371,3
7rVZdB8tMg4Ik9nfDsaKYq,mandopop,媽媽,Van Ness Wu,0.505,0.46,3
6IDSJy7e7dJsuVQvkMYHMv,mandopop,愛你 (Love You),郭書瑤 (Yao Yao),0.907,0.706,0
2ePYNrQgKElPOToMT85Y1k,mandopop,最熟悉的陌生人,Elva Hsiao,0.357,0.627,1
2y1yXaNPetJViikOuRU9Of,mandopop,明天以後 - 國,Raymond Lam,0.222,0.536,2
74t9crIc6do5q1lq5nf06i,mandopop,失業情歌,Tiger Hu,0.356,0.459,1
6bBs2Ws2YfdSlT3gNC2ZN0,mandopop,記得,A-Mei Chang,0.306,0.336,1
68UIVRkAwHjsuVS77qtEhu,mandopop,約定 (Commitment),Michael Wong,0.278,0.447,1
2sjKpshLk9SOUnNbPiJLTw,mandopop,Kissy,蜜雪薇琪,0.704,0.753,3
0lCwaZYSRy6q0jLmnYiQxi,metal,Laid to Rest,Lamb of God,0.158,0.959,2
2h1rjzw90ZeMgbzOHJFHao,metal,What If I Was Nothing,All That Remains,0.221,0.768,2
3RVg6RZvfOLrw4pqjVNbQr,metal,To Hell and Back,Sabaton,0.305,0.849,1
0PLUzbu0ST6IOSgtUknxWV,metal,Fear of the Dark,Iron Maiden,0.236,0.813,2
3amR3pxfJIBJTFLdOCcf6k,metal,I Wanna Rock,Twisted Sister,0.671,0.911,3
6bDVc03eMOMfvKez5qMAcq,metal,Still Counting,Volbeat,0.366,0.923,1
01Mpj13vURSO3cCLprPt5T,metal,Raining Blood,Slayer,0.0379,0.995,2
2PfBSkCKZDXMsJogMT0wML,metal,Jump,Van Halen,0.774,0.822,0
0LN0ASTtcGIbNTnjSHG6eO,metal,Pour Some Sugar On Me (2012),Def Leppard,0.72,0.849,3
4FXv0p8WvZc7eUyDzsi39p,metal,You've Got Another Thing Comin',Judas Priest,0.533,0.814,3
1qlRSRaD3Hb5lfzcAs0Ev1,metal-misc,Carrie - Single Version,Europe,0.144,0.524,2
0E4SOtfJAgKXmVrY2CJLnE,metal-misc,Angels,Within Temptation,0.192,0.865,2
6ursmCnbc9oDRGa2yHKkoZ,metal-misc,Roots Bloody Roots,Sepultura,0.261,0.874,1
7tuPKHwOe83qC2djmlKbFr,metal-misc,The Motherload,Mastodon,0.347,0.971,1
2WeSz9FLWE9RRIFDWtD5nc,metal-misc,The Trooper,Iron Maiden,0.62,0.866,3
3MrRksHupTVEQ7YbA0FsZK,metal-misc,The Final Countdown,Europe,0.188,0.843,2
3eEAv6q0YiHwSXZakEgvoG,metal-misc,(Don't Fear)The Reaper,Blue Öyster Cult,0.442,0.887,1
6hs9Tpyt7i7H6rkYFos9Pn,metal-misc,SadioWitch,Electric Wizard,0.158,0.942,2
6PiLPECutM5I3mKaUPlBTD,metalcore,Sparks,Parkway Drive,0.0825,0.577,2
4WrBcyb908qlIAy7sw7E59,metalcore,Pangea,August Burns Red,0.184,0.983,2
64car6YEp1r8d4R5LVMRpo,metalcore,An Ever-Growing Wonder,We Came As Romans,0.27,0.975,1
5gvhJTSBCAnhrKyPPq2i8g,metalcore,Bleeding Out,Miss May I,0.34,0.97,1
38zKGnIMeY6sg6XCzzlkOJ,metalcore,Elements,Texas In July,0.238,0.973,2
7wZ48cSDxvoofrFS9aG4l0,metalcore,Forsake Not the Dream,Trivium,0.493,0.977,3
1GOxkDHlepRTcw8df7z5hz,metalcore,Repeating Apologies,Of Mice & Men,0.279,0.983,1
08TzUKLGP9OdQub06Nrq7w,metalcore,Eye of the Storm,Bullet For My Valentine,0.507,0.99,3
5xrPkz6VT1oBsKwvWjANoF,metalcore,"Even If You Win, You're Still A Rat",Architects,0.125,0.966,2
5AcWLXw3J6XVC9Ba6SNB0u,metalcore,Young And Aspiring,Underoath,0.156,0.992,2
00MnJO6ERyk1xIgdEqzJnH,minimal-techno,Hypokondriak,Plastikman,0.264,0.302,1
4BKxoalGwa8lKtq3wo4viR,minimal-techno,Supplement,Kolombo,0.202,0.487,2
6W8V7ys73z8aoA8sGKFv2a,minimal-techno,Safari,Anja Schneider,0.519,0.633,3
6aDk7IziTPNKlGxQYRnnSL,minimal-techno,Ireland,Fergie,0.239,0.854,2
1Sw83Oeq3v95Wdua1SVAyl,minimal-techno,Nutcracker - Original Version,Lützenkirchen,0.0963,0.92,2
7q7HeUshnSNSv6WHUrDJja,minimal-techno,Cloud Cuckoo,Sasha,0.681,0.902,3
1U2jjKJHpkg8elMsMyFiVN,minimal-techno,Pleasure Seeker,Elektrochemie,0.633,0.336,3
3a5sbseoseoN4XG0SeS4r9,minimal-techno,Doiicie - A,Minilogue,0.0517,0.843,2
4yfHfRDxMC3XkFheyvYsZu,minimal-techno,Tell Me Why,Steve Bug,0.0725,0.598,2
2o9rLZArUqCyustHD11Cim,minimal-techno,Flashed,Gaiser,0.124,0.931,2
78NOjcwjSb7qSrPtKUAHiy,movies,Elder Scrolls – Skyrim: Far Horizons,Crouch End Festival Chorus,0.0363,0.114,2
6fyv22stUNmoay5lLS0hHE,movies,"Elephant Love Medley - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,0.284,0.31,1
10HbvFUtf6Yo0VtFTRcRvF,movies,The Love Experts - Score Demo,Christophe Beck,0.0474,0.0412,2
4AH5yql7KezJBvVBdW90Dc,movies,"Armory - From ""TRON: Legacy""/Score",Daft Punk,0.033,0.0475,2
1MjKvbsgeR7bptR5OnQKz9,movies,The Godfather Waltz,Nino Rota,0.115,0.166,2
2XVsXiDJYfcZLC29l4NTWG,movies,I've Got My Eye On You,Hans Zimmer,0.0359,0.143,2
1msWhAVq9JDhBIlnw9LsHg,movies,Pas si simple,Yann Tiersen,0.495,0.491,3
3TEXHAUX18eNBP1LlfyNc9,movies,The Siege of Gondor,Howard Shore,0.0399,0.503,2
0EHJOhOakEiobXo81vegdy,movies,"Dawn - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.097,0.0525,2
6YoYLN155MLavQcl3bHmvY,movies,The Boys Are Back,High School Musical Cast,0.872,0.915,0
7D9mMShlAD1A2BiKKo0IiB,mpb,A Valsa,Maria Gadú,0.252,0.261,2
2tVy7vsdlwdWJ2D0lYFZK3,mpb,Tudo Dói,Gal Costa,0.121,0.222,2
6Xdp97cmSLry5OAVQ80VEo,mpb,Juizo Final,Seu Jorge,0.787,0.894,0
6770VpNwRiV1fKMFjnhvmQ,mpb,Asa Branca,Luiz Gonzaga,0.822,0.726,0
3FzL3EkE9r3xCnys3v1lA9,mpb,Quem Me Dera,Ivan Lins,0.464,0.436,1
6iSMbZw9CeVPP7eyuIkcoq,mpb,"Redescobrir - Live At Credicard Hall, São Paulo / 2012",Maria Rita,0.524,0.812,3
4VhM42pZYFlKax1Tvomglf,mpb,Raças e Religiões,Moraes Moreira,0.93,0.863,0
2Nx59l6QwvHUMyM3xTGwT8,mpb,Demônio Colorido,Sandra De Sá,0.271,0.39,1
2rbj6zUGsWCi5G9aqdk7iF,mpb,Olha Só,Toni Ferreira,0.578,0.396,3
0srylMsietpFvRizdsfhPS,mpb,Miami Maculelê,Gal Costa,0.804,0.484,0
0DJGNOYHn3ypX98bR5ubsw,new-age,Afer Ventus,Enya,0.113,0.335,2
0q36BH7rK2aePwal0tRaT6,new-age,Let There Be Light,Mike Oldfield,0.333,0.558,1
2vE5DRjzSIXSWdvgE6soJV,new-age,Taiko - Instrumental,Traditional,0.449,0.888,1
57IG5nHBJyVJkOpjd1OKb3,new-age,Celebration,Rolf Løvland,0.125,0.439,2
17m6ziTxbgxdTT3oxfUY9Q,new-age,Turn Around,Enigma,0.326,0.824,1
2NiqUlgIt00byjqwaQ3ptB,new-age,Cristofori's Dream,David Lanz,0.0859,0.379,2
4WgjyYW29xjrcKFY4XsZRh,new-age,Fairytale,Enya,0.118,0.154,2
4hqxOUdwMTjYFlPHYOiDqp,new-age,In The Court Of The Mermaid,Friedemann,0.195,0.16,2
21oT3qsBttCnfCvlbG97lE,new-age,Three Little Nieces,Nightnoise,0.151,0.111,2
6M2Uj8acgnOG1U5gyDOWy6,new-age,Tantra II,Waterbone,0.229,0.677,2
6yaopzMnKEEImSHWpFd1Vq,new-release,I'm Already Gone,ACES,0.628,0.429,3
38510fWvtOkrFjg2EDkJtT,new-release,Toothbrush,DNCE,0.812,0.777,0
69i9zXmMHg8VdjyiX5Wu4H,new-release,Sun Leads Me On,Half Moon Run,0.156,0.362,2
5mHTg6cqhyP0BmsTQKzN1X,new-release,Sprained Ankle,Julien Baker,0.195,0.174,2
0TMWGCBG1KdnEGwQhagp3t,new-release,Speechless (feat. RKCB),Candyland,0.389,0.824,1
0QCoA8f4gK0lGtGzCIrBjg,new-release,Just Like That (feat. Johnny Graves),Pegboard Nerds,0.338,0.768,1
6QS5GEuM3Nyowck5PawQvL,new-release,"You Mine (feat. Trey Songz, Jeremih & Future)",DJ Khaled,0.392,0.906,1
4pBtffFohSRWLXPUTBojuP,new-release,Secrets,Jacob Whitesides,0.556,0.9,3
3556vNt6SuQPqt15VFfRWv,new-release,Used To Love You,Gwen Stefani,0.215,0.658,2
5BtwZ441YUmUFzNDItE5nI,new-release,Solid (feat. Babyface),Ty Dolla $ign,0.691,0.433,3
2AczNQ6f0bqfBU3oEnuB0e,opera,"Verdi: Aida, Act 1: ""Alta cagion v'aduna"" (Il Re, Messaggero, Radamès, Ramfis, Coro, Aida, Amneris)",Giuseppe Verdi,0.0746,0.265,2
07E6hM3sjg5tY81VDq3lSX,opera,"La Bohème, ACT1: Si può?- Chi é là?",Giacomo Puccini,0.304,0.173,1
2EnSYxhKSEznkZ6PKOUnV9,opera,"""Là ci darem la mano""",Wolfgang Amadeus Mozart,0.354,0.329,1
7whJr1Junbpc1m2eiRXC2t,opera,Ave Maria,Luciano Pavarotti,0.05,0.382,2
5ekrMXqUaOtJxlumt3JmG5,opera,"Carmen / Act 1: ""L'amour est un oiseau rebelle"" (Havanaise)",Georges Bizet,0.247,0.0333,2
1gyQYAggGA72vdTDoBp09T,opera,"Dido and Aeneas / Act 3: ""But Death alas!""..""When I am laid in earth""",Henry Purcell,0.037,0.0768,2
3YYUmw4asVeqUlkJMKPfzW,opera,"Il Barbiere di Siviglia, '(The) Barber of Seville': Una voce poco fa - 1986 Remastered Version",Gioachino Rossini,0.222,0.0703,2
43IOFo7CXNECBVZkwcRQrM,opera,"Mascagni: Cavalleria rusticana: No. 1, Siciliana, ""O Lola ch'hai di lattl la cammisa"" (Turiddu)",Pietro Mascagni,0.139,0.0899,2
2ELarOj2Bsyxu9kSbU5DKw,opera,"Verdi: Aida, Act 4: ""Spirto del nume, sovra noi discendi!"" (Ramfis, Sacerdoti, Amneris)",Giuseppe Verdi,0.0393,0.146,2
3nEFaA7y8ew6ILtzAFDwYk,opera,"Die Zauberflöte (The Magic Flute), K. 620, Act 2: ""Der Hölle Rache kocht in meinem Herzen"" (Queen of the Night's Aria)",Maszella Holzapfel,0.145,0.148,2
3sk4xloP0wYygVJUb1Q26A,pagode,Meu Sorriso,Péricles,0.567,0.792,3
5e3Fk2UDeFWNuJCjEMCeZT,pagode,Bambolê,É O Tchan,0.798,0.921,0
0QmxTLcGT22YuYnf9oO3S4,pagode,Desafio,Kiloucura,0.785,0.642,0
2gI7sSASn1tOi4YZTqHhcC,pagode,Noite Fria,Swing & Simpatia,0.763,0.605,0
3zBlkrcLoGqI9ROqynEuQM,pagode,Camisa 10 - Ao Vivo,Turma do Pagode,0.942,0.777,0
2VgYdIT98OY7j8XL5WYbxO,pagode,Amor Com Certeza,Arlindo Cruz,0.682,0.466,3
2yy0nRXmd5aIGuNNZTzZ3f,pagode,Teu refém,Belo,0.727,0.61,3
3GMGSA339rFLB2il2x0kEF,pagode,Coisa De Chefe,Jorge Aragão,0.716,0.75,3
0ysVHOZwzp6w0tlgIXw1Mo,pagode,Não Tive A Intenção,Swing & Simpatia,0.828,0.69,0
2tXJulGR4eyR2VGRjG36Kr,pagode,O Toco (Ao Vivo),Nuwance,0.621,0.733,3
5hWdgGVcfTeLPAiHM6EZG9,party,Good Vibrations,Marky Mark And The Funky Bunch,0.903,0.951,0
4m1B88bynbZIVnrDsUINYc,party,Big Pimpin',JAY-Z,0.955,0.956,0
1RJZLVGpBG9nNZiHRQSWTp,party,Recess,Skrillex,0.132,0.93,2
4dGJf1SER1T6ooX46vwzRB,party,Chicken Fried,Zac Brown Band,0.807,0.713,0
0PCRR19Pf4iiuvSrPxtQ0x,party,Sunshine,David Guetta,0.219,0.8,2
5S1yeuswEPofFOCkMFLNLc,party,Like A G6,Far East Movement,0.715,0.869,3
2vTPWWm2Lgc6kI6a3Z3uXY,party,Work B**ch,Britney Spears,0.85,0.816,0
0FRelX0g1nNDFt6nvtiakE,party,Hangover,Taio Cruz,0.635,0.888,3
5G6aQWH215hCxdhfCqI7XB,party,Bad Girls,M.I.A.,0.347,0.935,1
1hWYT0w2R0J19rlVkiez7X,party,Battle Scars (with Guy Sebastian),Lupe Fiasco,0.494,0.811,3
1Cf8pnatmTRU3xIxukkLxL,philippines-opm,Kahit Na,Jaya,0.233,0.517,2
3XeeAxgAc57OF1qFScuxsh,philippines-opm,Very Special Love,Sarah Geronimo,0.334,0.631,1
0p01RiAXlRETskUpCcbCuF,philippines-opm,Problema,Freddie Aguilar,0.742,0.739,0
7k0wtsJzYwU4RtodDuDKPH,philippines-opm,Simpleng Tao - original,Gloc 9,0.962,0.669,0
6mhXSGcFbZgZSu0sAs31DX,philippines-opm,Huwag Ka Nang Umiyak,True-Faith,0.204,0.469,2
1oaKPy5p5BcZA034NKKCYj,philippines-opm,Always Somewhere,Bituin Escalante,0.231,0.542,2
4UCzT6tpgbVADZeViocFcJ,philippines-opm,Liwanag Sa Dilim,Rivermaya,0.522,0.609,3
13v71MEi8riwYbk6JZAS89,philippines-opm,P.S. I Love You,Sharon Cuneta,0.247,0.403,2
6DK4varcijmwkFI7eg52s6,philippines-opm,Love Me Again,Lani Misalucha,0.0816,0.374,2
2SSIn8lW08frx3ANwTaoMR,philippines-opm,Kahit Isang Saglit,Martin Nievera,0.0708,0.258,2
4e4ZbDH0sD93rMFsc7GEOL,piano,Painting The Sun,David Lanz,0.0777,0.143,2
6Vc5wAMmXdKIAM7WUoEb7N,piano,Say Something,A Great Big World,0.0765,0.147,2
5NZgyefOtSSs9BszaVG0Au,piano,"Symphony No. 40 in G Minor, KV. 550: I: Molto allegro",Wolfgang Amadeus Mozart,0.167,0.302,2
4vwtWzCqbnSrmKE6lZyUL3,piano,Burning,Ludovico Einaudi,0.0378,0.164,2
501qQjpcnPiPLCyw8dzZ43,piano,Yellow Room - Original,Yiruma,0.0389,0.0903,2
0lEwPyqT3U3z0GRew4OhHP,piano,Fa,Nils Frahm,0.158,0.0281,2
7hnX3f3IGAQagFb5wHYTU9,piano,A Path With Heart,David Lanz,0.181,0.252,2
5vOhUleDs5JWAD870LpRnO,piano,La dispute,Yann Tiersen,0.0749,0.0208,2
7BhxBLe3371JfI9hTfEddW,piano,We've Only Just Begun,Richard Clayderman,0.219,0.247,2
